"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers+","%cg_outliers-","avg_rt_per_cp","dev_rt","%cp_outliers+","%cp_outliers-","cg_reach","dev_cgr","cgr_outliers+","cgr_outliers-","cp_reach","dev_cpr","cpr_outliers+","cpr_outliers-"
"#Cirrhosis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#VisualSnow","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#myopiacontrol","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MERS","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PanCan","5","1.0000","0.2000","1.2000","0.4472","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","149.2000","866.0111","-1.0000","-1.0000","746.0000","0.0000","-1.0000","-1.0000"
"#MRKH","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#acousticneuroma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MoebiusSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Obesity","15","1.0000","0.2000","1.4667","0.9904","-1.0000","-1.0000","1.6667","1.1547","-1.0000","-1.0000","309.9333","12366.9479","0.0000","0.1333","1549.6667","1641.3435","-1.0000","-1.0000"
"#Arachnoiditis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Hodgkin","4","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","451.3715","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SecondaryInfertility","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#StiffPersonSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Chiari","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Marfan","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#PCSM","2","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","544.4722","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#ALS","29","1.0000","0.1724","1.1724","0.5391","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","312.9655","1812.0230","0.0000","0.1379","1815.2000","1416.5637","-1.0000","-1.0000"
"#UTI","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#ChurgStrauss","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Seizures","4","1.0000","0.2500","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","46.0000","1985.1410","-1.0000","-1.0000","184.0000","0.0000","-1.0000","-1.0000"
"#Lupus","19","1.0000","0.4211","1.1053","0.3153","-1.0000","-1.0000","1.0000","0.3536","-1.0000","-1.0000","238.5263","5184.8188","0.0000","0.1053","566.5000","631.7882","-1.0000","-1.0000"
"#BPD","13","1.0000","0.1538","1.1538","0.3755","-1.0000","-1.0000","1.0000","0.7071","-1.0000","-1.0000","944.0769","45708.0024","0.0000","0.2308","6136.5000","5591.0933","-1.0000","-1.0000"
"#ChildhoodObesity","8","1.0000","0.2500","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","141.1250","1855.4090","-1.0000","-1.0000","564.5000","714.8850","-1.0000","-1.0000"
"#SleepDisorder","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BacterialVaginosis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Alopecia","10","1.0000","0.1000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","6.7000","6071.3125","0.0000","0.2000","67.0000","0.0000","-1.0000","-1.0000"
"#deseosxpsoriasis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#Endmalaria","21","1.0000","0.0952","1.3333","0.6583","-1.0000","-1.0000","1.0000","0.7071","-1.0000","-1.0000","207.3333","20860.8779","0.0000","0.1429","2177.0000","1979.8990","-1.0000","-1.0000"
"#CyclicVomitingSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#NeuroendocrineTumors","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Epilepsy","35","1.0000","0.0286","1.6286","1.3951","0.0000","0.0857","1.0000","0.0000","-1.0000","-1.0000","7.7714","49994.0285","0.0000","0.2000","272.0000","0.0000","-1.0000","-1.0000"
"#FattyLiver","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Hypochondria","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SpinalCordInjury","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Huntingtonsdisease","3","1.0000","0.0000","1.6667","1.1547","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","1487.1571","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Autism","204","1.0000","0.1225","1.3922","1.1965","-1.0000","-1.0000","1.0400","2.0058","-1.0000","-1.0000","1570.9853","20917.3078","0.0000","0.1127","12819.2400","49485.9959","0.0000","0.1600"
"#CharcotMarieTooth","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#nonhodgkinslymphoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#YellowFever","5","1.0000","0.0000","1.2000","0.4472","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","117.6720","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#GvHD","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HearingLoss","22","1.0000","0.0909","1.1364","0.3513","-1.0000","-1.0000","1.0000","0.7071","-1.0000","-1.0000","91.2273","3233.8778","0.0000","0.0909","1003.5000","1338.5531","-1.0000","-1.0000"
"#DVT","3","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","1116.0221","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#IntestinalFailure","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#BetterLCLives","19","1.0000","0.1053","1.4737","1.0203","-1.0000","-1.0000","1.0000","2.1213","-1.0000","-1.0000","128.3158","34264.8002","0.0000","0.1053","1219.0000","1689.9852","-1.0000","-1.0000"
"#HeatStroke","9","1.0000","0.1111","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","67.6667","13201.1623","-1.0000","-1.0000","609.0000","0.0000","-1.0000","-1.0000"
"#wombcancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#TrigeminalNeuralgia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#dupuytrens","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Pneumonia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#ADPKD","1","1.0000","1.0000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","143.0000","0.0000","-1.0000","-1.0000","143.0000","0.0000","-1.0000","-1.0000"
"#STD","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#LiFraumeni","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Bedwetting","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Autoimmune","15","1.0000","0.1333","1.2000","0.4140","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","19.8667","8118.4500","0.0000","0.2000","149.0000","181.0193","-1.0000","-1.0000"
"#Bursitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#KidneyCancer","3","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","854.4837","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Sciatica","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Sepsis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MdrTB","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#MMSM","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#devlangdis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Arthritis","26","1.0000","0.0769","1.5385","1.9846","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","36.5385","2135.9077","0.0000","0.0385","475.0000","280.0143","-1.0000","-1.0000"
"unknown-#CryoGroup","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#thyca","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Sarcopenia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HCCD","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SkinCancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#EpidermolysisBullosa","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Amyloidosis","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Hives","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Rhinitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Eczema","9","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","2098.5307","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#NeuroendocrineCancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#IBS","13","1.0000","0.3077","1.6923","1.3156","0.0000","0.1538","1.0000","2.0000","-1.0000","-1.0000","1132.8462","2859.1669","0.0000","0.0769","3681.7500","4356.0699","-1.0000","-1.0000"
"#MRSA","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#AIDS","108","1.0000","0.0926","1.2685","0.8384","-1.0000","-1.0000","1.3000","1.1353","0.0000","0.0000","223.8426","7265.9706","0.0000","0.0833","2417.5000","2098.7495","0.0000","0.0000"
"#IBD","12","1.0000","0.3333","1.7500","1.0553","0.0000","0.0000","1.5000","0.8165","-1.0000","-1.0000","947.0000","2950.3490","0.0000","0.0833","2841.0000","1835.6421","-1.0000","-1.0000"
"#VascularDisease","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SleepApnea","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#hncsm","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#A2ZCOPD","17","1.0000","0.2353","1.2353","0.5623","-1.0000","-1.0000","1.0000","0.5000","-1.0000","-1.0000","72.4118","6551.8627","0.0000","0.1765","307.7500","235.0211","-1.0000","-1.0000"
"#Osteosarcoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CervicalCancer","4","1.0000","0.7500","1.2500","0.5000","-1.0000","-1.0000","1.0000","0.5774","-1.0000","-1.0000","1905.5000","5832.6372","-1.0000","-1.0000","2540.6667","2229.9534","-1.0000","-1.0000"
"#Spondylitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HighCholesterol","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Scoliosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#LQTS","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Meningitis","2","1.0000","1.0000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","4005.5000","1709.0771","-1.0000","-1.0000","4005.5000","1709.0771","-1.0000","-1.0000"
"#Diabesity","154","1.0000","0.0974","1.3571","1.0141","-1.0000","-1.0000","1.1333","0.6172","0.0000","0.0000","314.1688","28476.6157","0.0000","0.1623","3225.4667","4899.8510","0.0000","0.1333"
"#Moyamoya","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#GPFAD2013","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Hypothyroidism","7","1.0000","0.2857","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","283.0000","4669.8862","-1.0000","-1.0000","990.5000","184.5549","-1.0000","-1.0000"
"#Alzheimer","100","1.0000","0.1500","1.5900","1.7471","-1.0000","-1.0000","1.3333","3.0907","0.0000","0.0667","144.3600","14160.7187","0.0000","0.1000","962.4000","1309.0172","0.0000","0.1333"
"#AorticDissection","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#ThyroidCancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Mastocytosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HemiplegicMigraine","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#EmanuelSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#PNDChat","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#RettSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BirdFlu","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Gallbladder","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#mpnsm","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Dysautonomia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#RenalFailure","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#pseudobulbar","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Anaphylaxis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MultipleEndocrineNeoplasia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hypertrophiccardiomyopathy","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Incontinence","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#TennisElbow","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Menieres","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Progeria","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PCOS","2","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","248.9016","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Osteoporosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#irondeficiency","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PainSomnia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#EyeCancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#KawasakiDisease","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#enuresis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Triglycerides","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hypospadias","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#TransverseMyelitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BrainAneurysm","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Dermatomyositis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
